dataset,method,graph,target,regime,n,n_errors,auroc_base,auroc_overlap_only,auroc_full,delta_auroc,delta_auroc_ci_low,delta_auroc_ci_high,auprc_base,auprc_full,delta_auprc,delta_auprc_ci_low,delta_auprc_ci_high
stanfordnlp_sst2,subgraphx,syntactic,gnn_correct_gold,all (base = confidence+explanation),872,109,0.7884377216924983,0.5192504238459965,0.7753796577969626,-0.012823966905709108,-0.023564047721261652,-0.0031801080851356265,0.29373007184885824,0.27824715082914875,-0.015775168965760297,-0.03223366614648428,-0.0023234619186456476
stanfordnlp_sst2,subgraphx,syntactic,gnn_agrees_teacher,all,872,71,0.8700567952031791,0.5275975453218689,0.8573965641539625,-0.01244544981895946,-0.031907286349259406,-0.0006573153133357241,0.29316294178781765,0.2732924804468724,-0.018038560109771496,-0.04522965288407657,0.0026254864136196314
stanfordnlp_sst2,subgraphx,syntactic,gnn_agrees_teacher,all (base = confidence+explanation),872,71,0.8565173814422113,0.5275975453218689,0.8437516484675845,-0.012698394829869042,-0.027436760554109842,-0.002724570097611521,0.29082042678623193,0.28253647204125293,-0.008501753029353661,-0.022384809664430953,0.004620561194192659
stanfordnlp_sst2,subgraphx,window,bert_correct,all,872,73,0.8348963601762478,0.5652013647195981,0.8285699590241226,-0.006198657406891039,-0.0271834207758374,0.01258188265310132,0.3077422178420738,0.3039622179435875,-0.00441201315127379,-0.06644977734261992,0.05606651899790711
stanfordnlp_sst2,subgraphx,window,bert_correct,confidence>0.9,744,32,0.7701018258426966,0.5669548806179775,0.7619820926966292,-0.00720320083778484,-0.059417462798093144,0.03562148876404501,0.11214413353020516,0.1117792709197864,0.00029137068705165846,-0.020798088894845145,0.02528624506265219
stanfordnlp_sst2,subgraphx,window,gnn_correct_gold,all,872,98,0.8153773137161842,0.5995293466223699,0.8112904076359226,-0.0033443319132146973,-0.03113899911391907,0.020694115066595204,0.32071927045084486,0.33762169202267944,0.0159723379304085,-0.03770755709762876,0.07736589998109475
stanfordnlp_sst2,subgraphx,window,gnn_correct_gold,confidence>0.9,664,32,0.7191455696202532,0.6065318433544304,0.7032238924050633,-0.01891527851126534,-0.1102506416275431,0.066505410201007,0.10329151208211128,0.09838563223763905,-0.006697196079005072,-0.042970224233138905,0.021879524846080016
stanfordnlp_sst2,subgraphx,window,gnn_correct_gold,all (base = confidence+explanation),872,98,0.7914095870906502,0.5995293466223699,0.7939012814428097,0.0031403074657689895,-0.019055171409395756,0.02368046147107016,0.34235267895367755,0.346281783756791,0.0032858170667948343,-0.03324629721673877,0.040788994931962884
stanfordnlp_sst2,subgraphx,window,gnn_agrees_teacher,all,872,58,0.911950351605524,0.6538168262306193,0.9231127679403541,0.011225899922687474,0.00021715907236686548,0.023279095096562247,0.40503295600257105,0.4966063737043842,0.09299963814758237,-0.002811381217021516,0.1868758915488935
stanfordnlp_sst2,subgraphx,window,gnn_agrees_teacher,all (base = confidence+explanation),872,58,0.9203168685927308,0.6538168262306193,0.9219054477675167,0.0016935509755277908,-0.004115929280123378,0.007741838873914418,0.44133688496522633,0.4594964613030588,0.014905354978858004,-0.03404686665626738,0.061791502955339334
stanfordnlp_sst2,subgraphx,skipgrams,bert_correct,all,872,73,0.8348963601762478,0.5663843503008898,0.8256382121487476,-0.009141855739624144,-0.024406202331812336,0.005464497488543321,0.3077422178420738,0.3235402500580791,0.01172064114390178,-0.051444959855780424,0.07570544943179053
stanfordnlp_sst2,subgraphx,skipgrams,bert_correct,confidence>0.9,744,32,0.7701018258426966,0.5208260182584269,0.7480688202247191,-0.02111852067382565,-0.059280651227627115,0.0118104867806563,0.11214413353020516,0.10582382358408704,-0.005454565548478513,-0.022670385530622318,0.015458188684705446
stanfordnlp_sst2,subgraphx,skipgrams,gnn_correct_gold,all,872,106,0.8247943248435883,0.6092849401448348,0.8222942016848122,-0.0022724334823153638,-0.02727598712033849,0.01960620229402776,0.3318902893112913,0.3204454683382547,-0.011170961515302114,-0.06246527935512484,0.04019779990975885
stanfordnlp_sst2,subgraphx,skipgrams,gnn_correct_gold,confidence>0.9,673,37,0.7931752507224206,0.5998002719700832,0.7811065782763896,-0.013808593908951903,-0.09005238058268553,0.05094995037343028,0.18088368251613832,0.18994277135321563,0.007725173209917041,-0.04306141796105385,0.0643618892737139
stanfordnlp_sst2,subgraphx,skipgrams,gnn_correct_gold,all (base = confidence+explanation),872,106,0.814621409921671,0.6092849401448348,0.8102369574855904,-0.004023162434891439,-0.02789349204800655,0.01803990887926421,0.34292163689142546,0.33666545014779303,-0.005598510386990016,-0.03587637451186786,0.02659859003649883
stanfordnlp_sst2,subgraphx,skipgrams,gnn_agrees_teacher,all,872,72,0.9136631944444444,0.6311111111111111,0.9017708333333333,-0.011969607695256443,-0.0324342966639065,0.004329920352103002,0.4069114309504848,0.4284922396546078,0.018523529078812266,-0.04982671381088698,0.08974395621096092
stanfordnlp_sst2,subgraphx,skipgrams,gnn_agrees_teacher,all (base = confidence+explanation),872,72,0.8859722222222222,0.6311111111111111,0.8853472222222223,-0.00065643913427455,-0.013371686286692715,0.008406214385079788,0.40896147178563924,0.4055742557023024,-0.001245592047632766,-0.03997427295661338,0.0361363205628512
