dataset,method,graph,target,regime,n,n_errors,auroc_base,auroc_overlap_only,auroc_full,delta_auroc,delta_auroc_ci_low,delta_auroc_ci_high,auprc_base,auprc_full,delta_auprc,delta_auprc_ci_low,delta_auprc_ci_high
setfit_ag_news,graphsvx,window,gnn_agrees_teacher,all,7600,136,0.9766536236681168,0.43857476672340956,0.976857543660551,0.00020657472401045817,-0.001176306158395654,0.0017445587853771925,0.3233337507342042,0.3174880030534907,-0.005553621717596239,-0.027355624482871814,0.017477707490743725
setfit_ag_news,graphsvx,window,gnn_agrees_teacher,all (base = confidence+explanation),7600,136,0.9809260923018726,0.43857476672340956,0.9757157887270663,-0.005412630165664759,-0.016731840851061025,-1.1819168809057466e-05,0.4901292230688156,0.4791501352718066,-0.01108422941299123,-0.030581883121662382,0.009540003703999244
setfit_ag_news,graphsvx,skipgrams,bert_correct,all,7600,471,0.8868036687564534,0.47765027210112454,0.884618282610515,-0.002138905207567359,-0.004017451741380421,-0.0003475684887151446,0.3342144929388435,0.3342396398631489,-1.7165316454818112e-05,-0.0050543572444664425,0.004756515516769991
setfit_ag_news,graphsvx,skipgrams,bert_correct,confidence>0.9,6506,144,0.8106061598379266,0.4672900511718886,0.8032796727094902,-0.007512061468402333,-0.014314237079622604,-0.0011673726561697657,0.09288454724528535,0.08854881327744245,-0.004511945205632065,-0.017245130811529955,0.0069659253253740614
setfit_ag_news,graphsvx,skipgrams,gnn_correct_gold,all,7600,478,0.8358689381361778,0.4775833089525179,0.8008163754481076,-0.03514281973204519,-0.050801773923917826,-0.020182007122708914,0.2974724699826843,0.2837499919120432,-0.01375032290716871,-0.019046706585809894,-0.00880379802298378
setfit_ag_news,graphsvx,skipgrams,gnn_correct_gold,confidence>0.9,7116,292,0.7776306227818015,0.46218498570717376,0.7179515489248262,-0.060413960171536586,-0.08732664628570835,-0.03360225292218386,0.16397110345117744,0.1481997689467614,-0.015631192710916206,-0.02257554165002053,-0.009315406737782831
setfit_ag_news,graphsvx,skipgrams,gnn_correct_gold,all (base = confidence+explanation),7600,478,0.8620160408140726,0.4775833089525179,0.8612293923360816,-0.0007664292179177147,-0.0019537118483651666,0.0004135519007499615,0.3404454234614237,0.33664861122948747,-0.0038073719820591566,-0.006810455806807521,-0.000708131729314321
setfit_ag_news,graphsvx,skipgrams,gnn_agrees_teacher,all,7600,144,0.9817522055317119,0.49807761087267527,0.9818658351216023,0.00010780702071379889,-0.0011082279312675026,0.0013403552307095193,0.39270416949180137,0.3867275634160241,-0.006625343296450009,-0.03175634960814922,0.019174489164269306
setfit_ag_news,graphsvx,skipgrams,gnn_agrees_teacher,all (base = confidence+explanation),7600,144,0.982176919408679,0.49807761087267527,0.9818546584406295,-0.00032613529142186924,-0.0014822222008138348,0.0005953342647654958,0.42128456072634446,0.426734411193235,0.005330667092386401,-0.017365110569442628,0.03046445967328784
setfit_ag_news,subgraphx,constituency,bert_correct,all,7600,471,0.8868036687564534,0.5032521690806279,0.8840631504524297,-0.0027682836689594836,-0.004472159934151468,-0.0012124146889353567,0.3342144929388435,0.33333044136533285,-0.0009633752260176274,-0.007324420005060765,0.005350939988771995
