dataset,method,graph,target,n,n_errors,error_rate,teacher_gold_alignment,regime,n_regime,n_errors_regime,error_rate_regime,ece,share_of_errors_in_regime,auroc_confidence,auroc_confidence_plus_explanation,auprc_confidence,auprc_confidence_plus_explanation,delta_auroc,delta_auroc_ci_low,delta_auroc_ci_high,delta_auprc,delta_auprc_ci_low,delta_auprc_ci_high
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,96,0.11009174311926606,0.9174311926605505,confidence>0.95,600,24,0.040000000000000036,,0.25,0.726851851851852,0.5967881944444444,0.08367243239779433,0.06534948284915897,-0.1312477367077487,-0.23538941845983724,-0.029796252480886,-0.01835983039676441,-0.05099820388648792,0.021164099102466978
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,72,0.08256880733944949,0.9174311926605505,all,872,72,0.08256880733944949,0.01488525311061006,1.0,0.9079166666666667,0.9130034722222222,0.3777652254875419,0.46015783835815566,0.005334548248693137,-0.010850644930028911,0.01896165123343362,0.07837472183491016,-0.0006839086811223054,0.1642343830973188
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,72,0.08256880733944949,0.9174311926605505,confidence>0.9,673,8,0.011887072808320909,,0.1111111111111111,,,,,,,,,,
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,72,0.08256880733944949,0.9174311926605505,confidence>0.95,606,4,0.0066006600660065695,,0.05555555555555555,,,,,,,,,,
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,106,0.12155963302752293,0.9174311926605505,all,872,106,0.12155963302752293,0.04968482590870027,1.0,0.8218631459677818,0.8064190354204641,0.3178063080836808,0.33494213886602886,-0.015515332455012722,-0.03981458891526035,0.002286878959319654,0.017129864776338346,-0.027324548288538687,0.0627776028780565
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,106,0.12155963302752293,0.9174311926605505,confidence>0.9,673,37,0.054977711738484425,,0.3490566037735849,0.789775624681285,0.7412034676185618,0.1617312890840998,0.15372502223481904,-0.049368979632036916,-0.0925941424733212,-0.011927565303420175,-0.003942220748070459,-0.03763598914536376,0.04489023560611751
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,106,0.12155963302752293,0.9174311926605505,confidence>0.95,606,22,0.0363036303630363,,0.20754716981132076,0.7457970112079702,0.6172166874221668,0.1122614316975491,0.08274944414342204,-0.13030923030505534,-0.23170378507939665,-0.04832458788735102,-0.035926599641192665,-0.10329139691502916,0.0033588468460439606
stanfordnlp_sst2,graphsvx,syntactic,teacher_agreement,872,71,0.08142201834862384,0.9174311926605505,all,872,71,0.08142201834862384,0.021619819514795142,1.0,0.8717975769724464,0.8790596261715109,0.2871421411762576,0.3073382646667565,0.007406229226414407,-0.01107199759170203,0.024770348155175495,0.01901701401531171,-0.052395602092007595,0.08499096374585265
stanfordnlp_sst2,graphsvx,syntactic,teacher_agreement,872,71,0.08142201834862384,0.9174311926605505,confidence>0.9,686,18,0.026239067055393583,,0.2535211267605634,0.8592814371257484,0.8300066533599468,0.16116200776302236,0.15574647114021792,-0.02913542996205472,-0.09496849928286501,0.02500354160500478,-0.00045560285518207874,-0.10780075411634678,0.11319629553538368
stanfordnlp_sst2,graphsvx,syntactic,teacher_agreement,872,71,0.08142201834862384,0.9174311926605505,confidence>0.95,616,7,0.011363636363636354,,0.09859154929577464,,,,,,,,,,
stanfordnlp_sst2,graphsvx,syntactic,gold_label,872,109,0.125,0.9174311926605505,all,872,109,0.125,0.06342497379134551,1.0,0.8020128175838973,0.8002092175983263,0.32328910127624944,0.3224244564092202,-0.0016455930449967742,-0.024332228717266875,0.021199386580702095,-0.0014545094882696663,-0.06031539751496224,0.057478650261207895
stanfordnlp_sst2,graphsvx,syntactic,gold_label,872,109,0.125,0.9174311926605505,confidence>0.9,686,45,0.06559766763848396,,0.41284403669724773,0.7550702028081123,0.7545501820072803,0.1850244135378129,0.20025575687328517,-0.0002022527115529388,-0.060897448756572076,0.06339102643027165,0.018951935493812515,-0.05152090130433419,0.10187915124078233
stanfordnlp_sst2,graphsvx,syntactic,gold_label,872,109,0.125,0.9174311926605505,confidence>0.95,616,30,0.04870129870129869,,0.27522935779816515,0.7136518771331058,0.7125711035267349,0.09348167231139105,0.14911513032650664,0.00038208489926139965,-0.09165837781967967,0.09297400269580444,0.05887285161031659,-0.009926079242379853,0.15862853379122982
stanfordnlp_sst2,graphsvx,window,teacher_agreement,872,58,0.0665137614678899,0.9174311926605505,all,872,58,0.0665137614678899,0.01733257272921572,1.0,0.9136236550029654,0.9067609929678895,0.3640736167599968,0.38916463817195024,-0.0064234324886182975,-0.019921940513266415,0.005682489309240374,0.025086952107448098,-0.042119453245161566,0.09471838577362274
stanfordnlp_sst2,graphsvx,window,teacher_agreement,872,58,0.0665137614678899,0.9174311926605505,confidence>0.9,664,5,0.0075301204819276935,,0.08620689655172414,,,,,,,,,,
stanfordnlp_sst2,graphsvx,window,teacher_agreement,872,58,0.0665137614678899,0.9174311926605505,confidence>0.95,611,3,0.004909983633387904,,0.05172413793103448,,,,,,,,,,
stanfordnlp_sst2,graphsvx,window,gold_label,872,98,0.11238532110091748,0.9174311926605505,all,872,98,0.11238532110091748,0.040222326413207145,1.0,0.8205584559405157,0.8041580973474661,0.32813572751008085,0.3283305180437127,-0.015893560841230815,-0.0343423668323862,0.0034359674102200015,0.0028151098576694837,-0.05581943316094867,0.06667815350793013
stanfordnlp_sst2,graphsvx,window,gold_label,872,98,0.11238532110091748,0.9174311926605505,confidence>0.9,664,32,0.048192771084337394,,0.32653061224489793,0.7228540348101267,0.6616396360759493,0.08941025054206267,0.07520122051208111,-0.061653489832507194,-0.11057220947944454,-0.016169380185552754,-0.015908004942762302,-0.03870154615310457,0.0007106726898183129
stanfordnlp_sst2,graphsvx,window,gold_label,872,98,0.11238532110091748,0.9174311926605505,confidence>0.95,611,26,0.04255319148936165,,0.2653061224489796,0.7418803418803419,0.6738330046022354,0.09135408578138582,0.07182156206489694,-0.0692985755261126,-0.12433991802455405,-0.017292175451955726,-0.02141801430346185,-0.054017981621864115,0.0033015001384450048
stanfordnlp_sst2,subgraphx,constituency,teacher_agreement,872,62,0.07110091743119262,0.9174311926605505,all,872,62,0.07110091743119262,0.01683591347221934,1.0,0.932357626443648,0.936479490242931,0.47866760861890584,0.4643759029766791,0.00434598007567034,-0.010801414180312798,0.024941345982674203,-0.016423766050164774,-0.12254697535719097,0.09445993836952843
