dataset,graph,model,n,bert_accuracy,n_bert_errors,accuracy_gold,n_errors,bert_errors_reproduced,jaccard_errors,p_err_given_bert_err,p_err_given_bert_ok,lift,agreement_with_bert,mean_conf_on_bert_errors,confident_agreeing_on_bert_errors,diff_vs_original_bert_errors_reproduced,diff_vs_original_bert_errors_reproduced_ci_low,diff_vs_original_bert_errors_reproduced_ci_high,diff_vs_original_jaccard_errors,diff_vs_original_jaccard_errors_ci_low,diff_vs_original_jaccard_errors_ci_high,diff_vs_original_lift,diff_vs_original_lift_ci_low,diff_vs_original_lift_ci_high,diff_vs_original_confident_agreeing_on_bert_errors,diff_vs_original_confident_agreeing_on_bert_errors_ci_low,diff_vs_original_confident_agreeing_on_bert_errors_ci_high,jaccard_errors_with_original_teacher_model,jaccard_errors_with_teacher_replicate
stanfordnlp_sst2,window,teacher (original),872,0.9162844036697247,73,0.8876146788990825,98,0.7534246575342466,0.47413793103448276,0.7534246575342466,0.05381727158948686,13.999681427206117,0.930045871559633,0.828355561380517,0.410958904109589,,,,,,,,,,,,,,
stanfordnlp_sst2,window,teacher (replicate),872,0.9162844036697247,73,0.8864678899082569,99,0.7671232876712328,0.4827586206896552,0.7671232876712328,0.05381727158948686,14.254221089518953,0.9311926605504587,0.8099368859643805,0.3561643835616438,0.008231287376525264,-0.080054794520548,0.10007352941176473,0.004790614234257864,-0.062150556275013695,0.07688142535874923,0.1086478864961831,-3.874587108797634,4.626792976151036,-0.054528907476115086,-0.14089537223340037,0.026684931506849304,0.6554621848739496,
stanfordnlp_sst2,window,gold,872,0.9162844036697247,73,0.893348623853211,93,0.6986301369863014,0.4434782608695652,0.6986301369863014,0.052565707133917394,13.290606653620353,0.926605504587156,0.7909777662525438,0.2465753424657534,-0.05653285008288468,-0.14866377571601455,0.02670422535211259,-0.031218511438477474,-0.10431068291391213,0.04087093017250756,-0.6921201769490558,-5.156289532689534,3.7257585087364196,-0.16502248081986848,-0.27060924369747896,-0.07789710289710294,,0.6134453781512605
stanfordnlp_sst2,window,teacher (replicate) [gnn_models_control_seed1],872,0.9162844036697247,73,0.8876146788990825,98,0.726027397260274,0.4491525423728814,0.726027397260274,0.056320400500625784,12.891019786910197,0.9254587155963303,0.8500058487670062,0.4383561643835616,-0.026975088187991936,-0.11764705882352933,0.0704476861167002,-0.02564657704291384,-0.09493685789276342,0.04726331581064676,-1.195254101392239,-5.437844338911503,2.9476467281014926,0.027288308120580133,-0.06669491525423732,0.1285829493087558,0.6198347107438017,
stanfordnlp_sst2,window,gold [gnn_models_control_seed1],872,0.9162844036697247,73,0.8899082568807339,96,0.6986301369863014,0.4322033898305085,0.6986301369863014,0.056320400500625784,12.404566210045662,0.9231651376146789,0.7892062606876844,0.273972602739726,-0.05273020700999025,-0.13115832614322684,0.01667372881355926,-0.04080963074338671,-0.10677018729843707,0.022896549224300355,-1.6337061575161038,-5.902165635424747,2.2648909468593565,-0.13671455292636076,-0.23333333333333334,-0.04281311154598831,,0.5476190476190477
stanfordnlp_sst2,window,teacher (replicate) [gnn_models_control_seed2],872,0.9162844036697247,73,0.8830275229357798,102,0.726027397260274,0.4344262295081967,0.726027397260274,0.06132665832290363,11.83869164103998,0.9208715596330275,0.8420499261111429,0.3972602739726027,-0.028616698587946025,-0.11496751624187913,0.05970149253731338,-0.0416478543889451,-0.11032775800398219,0.02523182518560022,-2.3703985299124413,-6.8446151302785285,1.281811764890599,-0.013121741215623392,-0.0952544031311154,0.0656010928961748,0.6260162601626016,
stanfordnlp_sst2,window,gold [gnn_models_control_seed2],872,0.9162844036697247,73,0.8841743119266054,101,0.6986301369863014,0.4146341463414634,0.6986301369863014,0.0625782227784731,11.164109589041095,0.9174311926605505,0.7948839239878197,0.2876712328767123,-0.0533485684438931,-0.16394565461486635,0.06586887477313966,-0.0595341305704746,-0.1444216369446313,0.02251315505959465,-3.0089714636492295,-7.894002130025608,0.9181781390283619,-0.12601617274757762,-0.23291416952054794,-0.029380695940348006,,0.5267175572519084
stanfordnlp_sst2,skipgrams,teacher (original),872,0.9162844036697247,73,0.8784403669724771,106,0.7123287671232876,0.4094488188976378,0.7123287671232876,0.06758448060075094,10.539827498731608,0.9139908256880734,0.8375919159144571,0.4246575342465753,,,,,,,,,,,,,,
stanfordnlp_sst2,skipgrams,teacher (replicate),872,0.9162844036697247,73,0.8772935779816514,107,0.726027397260274,0.41732283464566927,0.726027397260274,0.06758448060075094,10.742516489091832,0.9151376146788991,0.8322831065687415,0.3972602739726027,0.012910808457621659,-0.059724106739032064,0.08823529411764697,0.006912368745882292,-0.04957976077061505,0.06226607790200765,0.16928870469652346,-2.387130439171056,2.690158853175414,-0.02482875890751307,-0.11764705882352938,0.06350732600732599,0.704,
stanfordnlp_sst2,skipgrams,gold,872,0.9162844036697247,73,0.893348623853211,93,0.6712328767123288,0.4188034188034188,0.6712328767123288,0.05506883604505632,12.188978829389788,0.9220183486238532,0.8170932204756018,0.3561643835616438,-0.039822703028528326,-0.1428571428571429,0.06669491525423725,0.008912893890643083,-0.06987971230158734,0.08139852867873285,1.6750094322319697,-1.8833669221667442,5.647637196460585,-0.0668388098965574,-0.15662650602409633,0.027787558685446013,,0.47058823529411764
stanfordnlp_sst2,skipgrams,teacher (replicate) [gnn_models_control_seed1],872,0.9162844036697247,73,0.8864678899082569,99,0.7397260273972602,0.4576271186440678,0.7397260273972602,0.056320400500625784,13.134246575342464,0.926605504587156,0.8197023803240633,0.3561643835616438,0.027836945652829178,-0.0447930800542741,0.10810810810810811,0.04854828254205215,-0.004576760082023228,0.10619585241139852,2.6996056879946537,0.17149486803805936,5.959638470842259,-0.06654203553771726,-0.15254825800376645,0.01515734265734264,0.7226890756302521,
stanfordnlp_sst2,skipgrams,gold [gnn_models_control_seed1],872,0.9162844036697247,73,0.8853211009174312,100,0.6575342465753424,0.384,0.6575342465753424,0.06508135168961202,10.103266596417281,0.911697247706422,0.7848703550965819,0.2328767123287671,-0.057152641787263,-0.14707087753134043,0.03454661558109824,-0.02673029817669315,-0.09539723227506393,0.04343124160524862,-0.463158834059351,-3.6448789801947714,2.7619435034779456,-0.19115177387734594,-0.2969092653508772,-0.0958741030658839,,0.5447761194029851
stanfordnlp_sst2,skipgrams,teacher (replicate) [gnn_models_control_seed2],872,0.9162844036697247,73,0.8841743119266054,101,0.7397260273972602,0.45,0.7397260273972602,0.058823529411764705,12.575342465753424,0.9243119266055045,0.7904903259995866,0.3150684931506849,0.027256742449954102,-0.05128865979381447,0.10258620689655168,0.0400074295139936,-0.02167592843589046,0.1032732832270723,2.0699007577769954,-0.9669145084585208,5.604340277777779,-0.10919853707136155,-0.20638528138528137,-0.014925373134328346,0.656,
stanfordnlp_sst2,skipgrams,gold [gnn_models_control_seed2],872,0.9162844036697247,73,0.8830275229357798,102,0.6575342465753424,0.3779527559055118,0.6575342465753424,0.06758448060075094,9.729071537290714,0.9094036697247706,0.8115389420561594,0.273972602739726,-0.05519479526649237,-0.1429041353383459,0.029434046345811038,-0.031217241486946157,-0.08904296487172889,0.02993822087504961,-0.7963227397861309,-3.5933312645366335,2.03807348574914,-0.1494127073463073,-0.25,-0.04163851351351356,,0.5144927536231884
