dataset,method,graph,target,n,n_errors,error_rate,teacher_gold_alignment,feature_set,n_features,accuracy,balanced_accuracy,auroc,auprc_error,mcc,precision_error,recall_error,f1_error
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,confidence,3,0.9059633027522935,0.9170829170829171,0.9062604062604062,0.3481769730154116,0.33806976714179726,0.13829787234042554,0.9285714285714286,0.24074074074074073
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,explanation,19,0.9174311926605505,0.8175158175158175,0.8840326340326341,0.1701356550435814,0.2796697344543767,0.1282051282051282,0.7142857142857143,0.21739130434782608
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,confidence+explanation,22,0.9208715596330275,0.8192640692640693,0.884115884115884,0.16665079863779927,0.286238409331001,0.13333333333333333,0.7142857142857143,0.2247191011235955
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,paper (4 dimensions),20,0.9174311926605505,0.8175158175158175,0.8835331335331336,0.16892618571823784,0.2796697344543767,0.1282051282051282,0.7142857142857143,0.21739130434782608
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,majority baseline,0,0.9105504587155964,0.5,0.5,0.08944954128440367,0.0,0.0,0.0,0.0
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,confidence,3,0.8222477064220184,0.7578796098947232,0.8292966479364464,0.3015799482146086,0.36146761781181713,0.2896174863387978,0.6794871794871795,0.4061302681992337
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,explanation,19,0.7912844036697247,0.7350965575146935,0.823887489504618,0.32661838408053917,0.3148604493524664,0.25,0.6666666666666666,0.36363636363636365
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,confidence+explanation,22,0.7935779816513762,0.7421365368468643,0.8291674740037461,0.30951168894828346,0.3242889628083507,0.2548076923076923,0.6794871794871795,0.3706293706293706
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,paper (4 dimensions),20,0.7889908256880734,0.7338371116708649,0.8240005166957308,0.32630065456655055,0.3121492847676204,0.24761904761904763,0.6666666666666666,0.3611111111111111
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,majority baseline,0,0.981651376146789,0.5,0.5,0.01834862385321101,0.0,0.0,0.0,0.0
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,confidence,3,0.8853211009174312,0.8802570093457944,0.9031103971962616,0.2552820216558852,0.30506212425616075,0.125,0.875,0.21875
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,explanation,19,0.9162844036697247,0.834696261682243,0.9469918224299065,0.24267784312923021,0.30949025567007005,0.14814814814814814,0.75,0.24742268041237114
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,confidence+explanation,22,0.9036697247706422,0.8589369158878505,0.9415887850467289,0.21210427711568608,0.31066424403393555,0.13829787234042554,0.8125,0.23636363636363636
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,paper (4 dimensions),20,0.9162844036697247,0.834696261682243,0.9470648364485982,0.24274340830101096,0.30949025567007005,0.14814814814814814,0.75,0.24742268041237114
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,78,0.08944954128440363,0.9174311926605505,majority baseline,0,0.9105504587155964,0.5,0.5,0.08944954128440367,0.0,0.0,0.0,0.0
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,78,0.08944954128440363,0.9174311926605505,confidence,3,0.8348623853211009,0.7763676290124653,0.8458470580636829,0.29945167231534414,0.3930191999160557,0.3125,0.7051282051282052,0.4330708661417323
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,78,0.08944954128440363,0.9174311926605505,explanation,19,0.8245412844036697,0.7302363882968417,0.8099205580313892,0.28805467162956644,0.33098205489452254,0.2807017543859649,0.6153846153846154,0.3855421686746988
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,78,0.08944954128440363,0.9174311926605505,confidence+explanation,22,0.8302752293577982,0.7449460698830976,0.8275043596202286,0.2865029715525779,0.35291084714708576,0.29411764705882354,0.6410256410256411,0.4032258064516129
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,78,0.08944954128440363,0.9174311926605505,paper (4 dimensions),20,0.8245412844036697,0.7302363882968417,0.8099044112898016,0.2882173723377059,0.33098205489452254,0.2807017543859649,0.6153846153846154,0.3855421686746988
stanfordnlp_sst2,graphsvx,syntactic,teacher_agreement,872,24,0.02752293577981646,0.9174311926605505,majority baseline,0,0.9724770642201835,0.5,0.5,0.027522935779816515,0.0,0.0,0.0,0.0
