dataset,graph,model,n,bert_accuracy,n_bert_errors,accuracy_gold,n_errors,bert_errors_reproduced,jaccard_errors,p_err_given_bert_err,p_err_given_bert_ok,lift,agreement_with_bert,mean_conf_on_bert_errors,confident_agreeing_on_bert_errors,diff_vs_original_bert_errors_reproduced,diff_vs_original_bert_errors_reproduced_ci_low,diff_vs_original_bert_errors_reproduced_ci_high,diff_vs_original_jaccard_errors,diff_vs_original_jaccard_errors_ci_low,diff_vs_original_jaccard_errors_ci_high,diff_vs_original_lift,diff_vs_original_lift_ci_low,diff_vs_original_lift_ci_high,diff_vs_original_confident_agreeing_on_bert_errors,diff_vs_original_confident_agreeing_on_bert_errors_ci_low,diff_vs_original_confident_agreeing_on_bert_errors_ci_high,jaccard_errors_with_original_teacher_model,jaccard_errors_with_teacher_replicate
setfit_ag_news,window,gold,7600,0.9380263157894737,471,0.9360526315789474,486,0.8683651804670913,0.7463503649635036,0.8683651804670913,0.010800953850469912,80.39708274740121,0.9802631578947368,0.7678984097994057,0.25690021231422505,-0.0069018016933987715,-0.03265551198645403,0.019111342479176868,-0.021500998661588163,-0.052127434706660154,0.009931077436678726,-14.576965356090307,-37.66942820054632,3.288009855351652,-0.34715448806088206,-0.3899341238471673,-0.30496346743640634,,0.779783393501805
setfit_ag_news,window,gold [gnn_models_control_seed1],7600,0.9380263157894737,471,0.9372368421052631,477,0.8577494692144374,0.7426470588235294,0.8577494692144374,0.01023986533875719,83.76569816479073,0.9801315789473685,0.7679934266899295,0.28450106157112526,-0.01612260729649723,-0.04492664767387218,0.013547103256426227,-0.024308206560922942,-0.05615848302143146,0.012341807703703592,-11.43929775175186,-33.576970256174036,8.830486911321584,-0.32109708828367295,-0.36518139019662144,-0.277082656926407,,0.726148409893993
setfit_ag_news,skipgrams,teacher (original),7600,0.9380263157894737,471,0.9371052631578948,478,0.8683651804670913,0.7574074074074074,0.8683651804670913,0.009678776827044466,89.71848364565064,0.9818421052631578,0.8607396124654515,0.6050955414012739,,,,,,,,,,,,,,
setfit_ag_news,skipgrams,teacher (replicate),7600,0.9380263157894737,471,0.9353947368421053,491,0.8895966029723992,0.7716390423572744,0.8895966029723992,0.010099593210829007,88.08241920264214,0.9827631578947369,0.8701343278216708,0.6008492569002123,0.02143385577954178,-0.0021326546988558958,0.0464627523889881,0.014217573457643297,-0.014163172528831675,0.04157118985819251,-1.9823509175175449,-22.37067256659401,16.78507566997242,-0.0037443184456455603,-0.03187527077192294,0.02425619834710747,0.831758034026465,
setfit_ag_news,skipgrams,gold,7600,0.9380263157894737,471,0.9328947368421052,510,0.8641188959660298,0.7090592334494773,0.8641188959660298,0.014448029176602609,59.808772906231326,0.9767105263157895,0.7640749826679311,0.31210191082802546,-0.004499755161020578,-0.03476660716081671,0.026499595457969434,-0.04862201367800856,-0.0850723917825985,-0.01333740090204726,-30.420653982556832,-52.06365971735646,-13.693046886885986,-0.29325373115648495,-0.33686670965364773,-0.2527576378941585,,0.7530647985989493
setfit_ag_news,skipgrams,gold [gnn_models_control_seed1],7600,0.9380263157894737,471,0.9368421052631579,480,0.861995753715499,0.744954128440367,0.861995753715499,0.01038013746668537,83.04280713834854,0.9803947368421052,0.7740725752148152,0.32908704883227174,-0.005562185068887647,-0.03491665033612516,0.021180107864041193,-0.01137977848408017,-0.045206184972252025,0.02140495808764116,-6.423165752694978,-25.502195243390236,13.504782953239454,-0.27705501420641404,-0.31947976826774765,-0.2330285319255907,,0.8355387523629489
stanfordnlp_sst2,constituency,teacher (original),872,0.9162844036697247,73,0.9105504587155964,78,0.9178082191780822,0.7976190476190477,0.9178082191780822,0.01376720901126408,66.66625155666252,0.9805045871559633,0.8556032384911628,0.5068493150684932,,,,,,,,,,,,,,
stanfordnlp_sst2,constituency,teacher (replicate),872,0.9162844036697247,73,0.9151376146788991,74,0.9041095890410958,0.8148148148148148,0.9041095890410958,0.010012515644555695,90.29794520547945,0.9827981651376146,0.8305736469895872,0.4657534246575342,-0.01373515385487061,-0.0454676071055382,0.0,0.016482989175495115,-0.02302354920100922,0.058118744060817205,31.28526768453823,-1.4337453007518723,122.26957049086754,-0.041532429522441065,-0.10449725058915948,0.01493102668475801,0.9487179487179487,
stanfordnlp_sst2,constituency,gold,872,0.9162844036697247,73,0.9128440366972477,76,0.8904109589041096,0.7738095238095238,0.8904109589041096,0.01376720901126408,64.67621419676215,0.9782110091743119,0.7819389733549666,0.2602739726027397,-0.02730429911115963,-0.0864197530864198,0.02564102564102566,-0.023063654916623655,-0.091477526727737,0.040665976479283564,-1.2115847328774716,-43.56911865569273,47.42432935916541,-0.24774112916860838,-0.34694586167800445,-0.15290552584670236,,0.8987341772151899
stanfordnlp_sst2,constituency,gold [gnn_models_control_seed1],872,0.9162844036697247,73,0.911697247706422,77,0.8904109589041096,0.7647058823529411,0.8904109589041096,0.015018773466833541,59.2865296803653,0.9770642201834863,0.7992753427322596,0.3835616438356164,-0.02694610521416245,-0.06781402368237746,0.0,-0.0326933689254537,-0.08818471367813473,0.015972607360659582,-8.273456849397865,-45.423103174603185,23.104959077959037,-0.12352375511435892,-0.22059300993124517,-0.03225806451612906,,0.9113924050632911
stanfordnlp_sst2,syntactic,teacher (original),872,0.9162844036697247,73,0.9036697247706422,84,0.8904109589041096,0.7065217391304348,0.8904109589041096,0.023779724655819776,37.44412400865176,0.9690366972477065,0.8628959582276541,0.5616438356164384,,,,,,,,,,,,,,
stanfordnlp_sst2,syntactic,teacher (replicate),872,0.9162844036697247,73,0.9025229357798165,85,0.9315068493150684,0.7555555555555555,0.9315068493150684,0.02127659574468085,43.78082191780822,0.9747706422018348,0.8583224554584451,0.547945205479452,0.04053451292315636,0.0,0.090938995215311,0.04794759549605018,-0.015265773790016807,0.10953791193896904,7.00385806541382,-10.156272310876131,27.131643235006592,-0.013940405416419608,-0.07599507735583681,0.044134108867427614,0.8571428571428571,
stanfordnlp_sst2,syntactic,gold,872,0.9162844036697247,73,0.9036697247706422,84,0.9178082191780822,0.7444444444444445,0.9178082191780822,0.02127659574468085,43.136986301369866,0.9736238532110092,0.8028634737615716,0.3424657534246575,0.0269141874855683,-0.022995188452285455,0.08698041089345429,0.03788462065065317,-0.016304127230124962,0.09627809147374367,6.56407578183241,-5.035381983487421,24.635221963767034,-0.2199812170739238,-0.3181818181818181,-0.13043478260869568,,0.8571428571428571
stanfordnlp_sst2,syntactic,gold [gnn_models_control_seed1],872,0.9162844036697247,73,0.9094036697247706,79,0.9041095890410958,0.7674418604651163,0.9041095890410958,0.016270337922403004,55.567966280295046,0.9770642201834863,0.8111966595257798,0.3972602739726027,0.014188354127834101,-0.02942273924495172,0.06025009127418762,0.061440509348838865,0.010392133017209025,0.11694476409666277,20.251458007537998,5.378080131012678,48.20481170399647,-0.16541785185524657,-0.2537313432835821,-0.08431224899598395,,0.8426966292134831
stanfordnlp_sst2,window,teacher (original),872,0.9162844036697247,73,0.9128440366972477,76,0.8904109589041096,0.7738095238095238,0.8904109589041096,0.01376720901126408,64.67621419676215,0.9782110091743119,0.864111894614076,0.5753424657534246,,,,,,,,,,,,,,
stanfordnlp_sst2,window,teacher (replicate),872,0.9162844036697247,73,0.9105504587155964,78,0.9041095890410958,0.7764705882352941,0.9041095890410958,0.015018773466833541,60.1986301369863,0.9782110091743119,0.8532404883267128,0.5205479452054794,0.014048562238849463,-0.028985507246376722,0.06495103257398341,0.002889375350504242,-0.07253504381103776,0.07434556296745509,-5.735280615055677,-59.753874246339386,41.50783730158727,-0.05372159198155751,-0.13114754098360648,0.015157342657342638,0.8333333333333334,
stanfordnlp_sst2,window,gold,872,0.9162844036697247,73,0.9105504587155964,78,0.9041095890410958,0.7764705882352941,0.9041095890410958,0.015018773466833541,60.1986301369863,0.9782110091743119,0.8067022594687057,0.3835616438356164,0.013990748607516744,-0.04547202797202793,0.07696629213483148,0.003774584407660075,-0.06859410958440502,0.07531565656565649,-5.257125054859174,-56.896412852112675,32.60968807977736,-0.19340845654050468,-0.29413650075414777,-0.09854611540208998,,0.813953488372093
stanfordnlp_sst2,window,gold [gnn_models_control_seed1],872,0.9162844036697247,73,0.9059633027522935,82,0.958904109589041,0.8235294117647058,0.958904109589041,0.015018773466833541,63.84703196347032,0.9827981651376146,0.816486315367973,0.3561643835616438,0.07060276252655141,0.0,0.1428571428571428,0.050869479488756315,-0.024604629866257798,0.12967140819110487,-2.4436263826409177,-49.74611196503919,36.86471234910316,-0.21697976604632313,-0.3176604278074866,-0.1309138655462185,,0.8390804597701149
stanfordnlp_sst2,skipgrams,teacher (original),872,0.9162844036697247,73,0.9105504587155964,78,0.9041095890410958,0.7764705882352941,0.9041095890410958,0.015018773466833541,60.1986301369863,0.9782110091743119,0.85619620672644,0.5205479452054794,,,,,,,,,,,,,,
stanfordnlp_sst2,skipgrams,teacher (replicate),872,0.9162844036697247,73,0.9105504587155964,78,0.9041095890410958,0.7764705882352941,0.9041095890410958,0.015018773466833541,60.1986301369863,0.9782110091743119,0.856250768654967,0.5616438356164384,0.0,0.0,0.0,0.00011387967807238674,-0.033576213501139984,0.039474136061307126,0.3726574672940882,-29.704115936147186,28.006810300207015,0.042372261824612546,-0.034492782678428244,0.12308219178082191,0.95,
stanfordnlp_sst2,skipgrams,gold,872,0.9162844036697247,73,0.908256880733945,80,0.8904109589041096,0.7386363636363636,0.8904109589041096,0.01877346683354193,47.42922374429224,0.9736238532110092,0.7984078003935617,0.3561643835616438,-0.013400908483281689,-0.06329616234679526,0.030303030303030276,-0.03615121830565064,-0.10827599272048438,0.032034210308596,-14.74470457063106,-63.67090128288756,17.065271912658353,-0.16489047095250464,-0.25809438470728796,-0.08450704225352113,,0.8588235294117647
stanfordnlp_sst2,skipgrams,gold [gnn_models_control_seed1],872,0.9162844036697247,73,0.9094036697247706,79,0.9315068493150684,0.8095238095238095,0.9315068493150684,0.01376720901126408,67.6612702366127,0.981651376146789,0.8051551768224533,0.3698630136986301,0.02759605218413396,0.0,0.07246376811594202,0.034180024604751266,-0.03054074870362005,0.10121341410456827,9.507085412131804,-36.21721597370291,67.63652968036531,-0.1517486318153645,-0.23687343358395996,-0.07140342052313882,,0.8690476190476191
