dataset,method,graph,target,n,n_errors,error_rate,teacher_gold_alignment,dimension,js_divergence_bits,cramers_v,chi2,chi2_p_value,legacy_weighted_sd,legacy_separability,n_correct,n_incorrect,pct_correct_by_quadrant,quadrant_share_pct
setfit_ag_news,token_shap_llm,tokens,gold_label,7600,471,0.06197368421052629,1.0,Dimension 4 (fidelity),0.033619358758251276,0.12931695040070113,127.09383982312418,2.287195693963982e-27,3.1179318831544274,4.409421555712476,7129,471,"{""Faithful"": 76.84, ""Redundant"": 95.21, ""Incomplete"": 75.86, ""Unfaithful"": 90.72}","{""Faithful"": 1.25, ""Redundant"": 75.01, ""Incomplete"": 0.76, ""Unfaithful"": 22.97}"
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,Dimension 3 (consistency),0.20272612382783625,0.3131339817166458,85.50212052098843,2.3145326138283907e-20,3.9356944759671006,5.565912505269545,858,14,"{""Sufficient-Necessary"": 75.0, ""Sufficient-Redundant"": 99.06, ""Insufficient-Necessary"": 0.0, ""Insufficient-Redundant"": 0.0}","{""Sufficient-Necessary"": 2.75, ""Sufficient-Redundant"": 97.25, ""Insufficient-Necessary"": 0.0, ""Insufficient-Redundant"": 0.0}"
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,Dimension 4 (fidelity),0.0,,,,0.0,0.0,858,14,"{""Faithful"": 0.0, ""Redundant"": 98.39, ""Incomplete"": 0.0, ""Unfaithful"": 0.0}","{""Faithful"": 0.0, ""Redundant"": 100.0, ""Incomplete"": 0.0, ""Unfaithful"": 0.0}"
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,Dimension 3 (consistency),0.05963889634634133,0.2665714486309549,61.96461406037948,3.496849865004319e-15,7.607723145537711,10.758945251199135,794,78,"{""Sufficient-Necessary"": 45.83, ""Sufficient-Redundant"": 92.33, ""Insufficient-Necessary"": 0.0, ""Insufficient-Redundant"": 0.0}","{""Sufficient-Necessary"": 2.75, ""Sufficient-Redundant"": 97.25, ""Insufficient-Necessary"": 0.0, ""Insufficient-Redundant"": 0.0}"
stanfordnlp_sst2,graphsvx,constituency,gold_label,872,78,0.08944954128440363,0.9174311926605505,Dimension 4 (fidelity),0.0,,,,0.0,0.0,794,78,"{""Faithful"": 0.0, ""Redundant"": 91.06, ""Incomplete"": 0.0, ""Unfaithful"": 0.0}","{""Faithful"": 0.0, ""Redundant"": 100.0, ""Incomplete"": 0.0, ""Unfaithful"": 0.0}"
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,Dimension 3 (consistency),0.13678465888708655,0.2753855917681643,66.13005946185378,2.874775766362633e-14,3.6959118365273653,5.2268086445522535,856,16,"{""Sufficient-Necessary"": 71.43, ""Sufficient-Redundant"": 98.71, ""Insufficient-Necessary"": 80.0, ""Insufficient-Redundant"": 71.43}","{""Sufficient-Necessary"": 0.8, ""Sufficient-Redundant"": 97.82, ""Insufficient-Necessary"": 0.57, ""Insufficient-Redundant"": 0.8}"
stanfordnlp_sst2,graphsvx,skipgrams,teacher_agreement,872,16,0.01834862385321101,0.9174311926605505,Dimension 4 (fidelity),0.0,,,,0.0,0.0,856,16,"{""Faithful"": 0.0, ""Redundant"": 98.17, ""Incomplete"": 0.0, ""Unfaithful"": 0.0}","{""Faithful"": 0.0, ""Redundant"": 100.0, ""Incomplete"": 0.0, ""Unfaithful"": 0.0}"
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,78,0.08944954128440363,0.9174311926605505,Dimension 3 (consistency),0.03288180115803706,0.20926497595363597,38.18647590028373,2.5808546500577358e-08,5.972244999564439,8.44602987619893,794,78,"{""Sufficient-Necessary"": 71.43, ""Sufficient-Redundant"": 91.79, ""Insufficient-Necessary"": 80.0, ""Insufficient-Redundant"": 28.57}","{""Sufficient-Necessary"": 0.8, ""Sufficient-Redundant"": 97.82, ""Insufficient-Necessary"": 0.57, ""Insufficient-Redundant"": 0.8}"
stanfordnlp_sst2,graphsvx,skipgrams,gold_label,872,78,0.08944954128440363,0.9174311926605505,Dimension 4 (fidelity),0.0,,,,0.0,0.0,794,78,"{""Faithful"": 0.0, ""Redundant"": 91.06, ""Incomplete"": 0.0, ""Unfaithful"": 0.0}","{""Faithful"": 0.0, ""Redundant"": 100.0, ""Incomplete"": 0.0, ""Unfaithful"": 0.0}"
stanfordnlp_sst2,graphsvx,syntactic,teacher_agreement,872,24,0.02752293577981646,0.9174311926605505,Dimension 3 (consistency),0.516114138523868,0.4866442110416216,206.50929685836107,1.4357405165999836e-45,7.961568271166079,11.259357826842384,848,24,"{""Sufficient-Necessary"": 68.85, ""Sufficient-Redundant"": 99.5, ""Insufficient-Necessary"": 75.0, ""Insufficient-Redundant"": 0.0}","{""Sufficient-Necessary"": 7.0, ""Sufficient-Redundant"": 92.55, ""Insufficient-Necessary"": 0.46, ""Insufficient-Redundant"": 0.0}"
stanfordnlp_sst2,graphsvx,syntactic,teacher_agreement,872,24,0.02752293577981646,0.9174311926605505,Dimension 4 (fidelity),0.012442958910680067,0.08006076631319317,5.589281335915794,0.018070708741925606,1.3098054849559178,1.8523446808953279,848,24,"{""Faithful"": 80.0, ""Redundant"": 97.35, ""Incomplete"": 0.0, ""Unfaithful"": 0.0}","{""Faithful"": 0.57, ""Redundant"": 99.43, ""Incomplete"": 0.0, ""Unfaithful"": 0.0}"
stanfordnlp_sst2,graphsvx,syntactic,gold_label,872,84,0.09633027522935778,0.9174311926605505,Dimension 3 (consistency),0.08359582314250885,0.2791324625604964,67.94182040323581,1.7644979340533146e-15,8.23562595931442,11.646933926294386,788,84,"{""Sufficient-Necessary"": 60.66, ""Sufficient-Redundant"": 92.69, ""Insufficient-Necessary"": 75.0, ""Insufficient-Redundant"": 0.0}","{""Sufficient-Necessary"": 7.0, ""Sufficient-Redundant"": 92.55, ""Insufficient-Necessary"": 0.46, ""Insufficient-Redundant"": 0.0}"
