dataset,method,graph,target,n,n_errors,error_rate,teacher_gold_alignment,feature,auroc_correct,auroc_error_oriented
setfit_ag_news,subgraphx,constituency,gold_label,7600,496,0.0652631578947368,0.9380263157894737,fidelity_plus,0.5004160536544608,0.5004160536544608
setfit_ag_news,subgraphx,constituency,gold_label,7600,496,0.0652631578947368,0.9380263157894737,fidelity_asymmetry,0.4592837860541994,0.5407162139458006
setfit_ag_news,subgraphx,constituency,gold_label,7600,496,0.0652631578947368,0.9380263157894737,consistency_preservation_necessity,0.8484449356110142,0.8484449356110142
setfit_ag_news,subgraphx,constituency,gold_label,7600,496,0.0652631578947368,0.9380263157894737,consistency_preservation_sufficiency,0.6666785863484452,0.6666785863484452
setfit_ag_news,subgraphx,constituency,gold_label,7600,496,0.0652631578947368,0.9380263157894737,progression_maskout_drop_k5,0.25645564289087475,0.7435443571091253
setfit_ag_news,subgraphx,constituency,gold_label,7600,496,0.0652631578947368,0.9380263157894737,progression_sufficiency_drop_k5,0.6107647781349897,0.6107647781349897
setfit_ag_news,subgraphx,skipgrams,teacher_agreement,7600,144,0.0189473684210526,0.9380263157894737,prediction_confidence,0.9858447335479257,0.9858447335479257
setfit_ag_news,subgraphx,skipgrams,teacher_agreement,7600,144,0.0189473684210526,0.9380263157894737,consistency_baseline_margin,0.9857245842274679,0.9857245842274679
setfit_ag_news,subgraphx,skipgrams,teacher_agreement,7600,144,0.0189473684210526,0.9380263157894737,auc_origin_entropy,0.015626862780162138,0.9843731372198379
setfit_ag_news,subgraphx,skipgrams,teacher_agreement,7600,144,0.0189473684210526,0.9380263157894737,auc_deletion_auc,0.9856230627086313,0.9856230627086313
setfit_ag_news,subgraphx,skipgrams,teacher_agreement,7600,144,0.0189473684210526,0.9380263157894737,auc_insertion_auc,0.9266316091440154,0.9266316091440154
setfit_ag_news,subgraphx,skipgrams,teacher_agreement,7600,144,0.0189473684210526,0.9380263157894737,fidelity_minus,0.1739044989866476,0.8260955010133524
